@RELATION task_execution_prediction

@ATTRIBUTE task_length NUMERIC
@ATTRIBUTE num_parents NUMERIC
@ATTRIBUTE vm_mips NUMERIC
@ATTRIBUTE vm_pes NUMERIC
@ATTRIBUTE actual_execution_time NUMERIC

@DATA
970,1,2500,2,0.19
52040,1,2000,2,13.01
1240,1,1500,2,0.41
56550,1,2000,2,14.14
1400,1,2500,2,0.28
40190,1,2500,2,8.04
1310,1,2500,2,0.26
30550,1,2000,2,7.64
1050,1,2000,2,0.26
58150,1,2500,2,11.63
860,1,1000,2,0.43
57500,1,1000,2,28.75
1540,1,1000,2,0.77
30950,1,2500,2,6.19
690,1,500,2,0.69
53250,1,1000,2,26.62
1100,1,2000,2,0.28
29370,1,1000,2,14.69
980,1,2500,2,0.2
46410,1,1500,2,15.47
1630,1,500,2,1.63
49750,1,2500,2,9.95
740,1,1000,2,0.37
37460,1,2000,2,9.37
870,1,1500,2,0.29
23510,1,2500,2,4.7
620,1,2500,2,0.12
50410,1,2500,2,10.08
1140,1,2500,2,0.23
48510,1,2000,2,12.13
1100,1,2500,2,0.22
54290,1,1500,2,18.1
1440,1,2000,2,0.36
54190,1,2500,2,10.84
1160,1,1500,2,0.39
54860,1,2500,2,10.97
760,1,2500,2,0.15
50550,1,2000,2,12.64
1070,1,1000,2,0.54
29210,1,2500,2,5.84
1620,1,1500,2,0.54
38140,1,1000,2,19.07
560,1,2500,2,0.11
64090,1,2500,2,12.82
850,1,500,2,0.85
36650,1,2500,2,7.33
820,1,1500,2,0.27
63740,1,2000,2,15.94
750,1,1500,2,0.25
32680,1,2500,2,6.54
810,1,1500,2,0.27
55670,1,2500,2,11.13
1460,1,1500,2,0.49
24340,1,1500,2,8.11
810,1,2000,2,0.2
63390,1,2500,2,12.68
880,1,500,2,0.88
55880,1,2500,2,11.18
1120,1,2500,2,0.22
54720,1,1000,2,27.36
580,1,2000,2,0.14
27230,1,2500,2,5.45
1090,1,1500,2,0.36
49420,1,2500,2,9.88
1230,1,2500,2,0.25
45430,1,2000,2,11.36
1260,1,2500,2,0.25
43130,1,1500,2,14.38
1350,1,2000,2,0.34
30490,1,1000,2,15.24
760,1,2500,2,0.15
39620,1,2500,2,7.92
1170,1,2000,2,0.29
41100,1,2500,2,8.22
1620,1,500,2,1.62
53880,1,1000,2,26.94
1300,1,2000,2,0.33
55440,1,2000,2,13.86
1200,1,2000,2,0.3
32549,1,1500,2,10.85
790,1,2500,2,0.16
46490,1,1000,2,23.25
640,1,1000,2,0.32
52860,1,1500,2,17.62
1350,1,1500,2,0.45
62610,1,1000,2,31.3
700,1,2000,2,0.17
53830,1,2000,2,13.46
1070,1,2500,2,0.21
46610,1,1500,2,15.54
600,1,2000,2,0.15
26330,1,2500,2,5.27
600,1,2000,2,0.15
37500,1,1000,2,18.75
1130,1,1500,2,0.38
63560,1,2500,2,12.71
1400,1,2000,2,0.35
22450,1,2500,2,4.49
1300,1,2500,2,0.26
36440,1,2000,2,9.11
1560,1,1500,2,0.52
33740,1,1500,2,11.25
800,1,2500,2,0.16
23250,1,2000,2,5.81
1200,1,1500,2,0.4
39450,1,2000,2,9.86
1580,1,1000,2,0.79
55830,1,1500,2,18.61
940,1,2000,2,0.23
36740,1,2000,2,9.19
900,1,2500,2,0.18
51340,1,2500,2,10.27
1270,1,1000,2,0.64
28860,1,1500,2,9.62
1090,1,2500,2,0.22
56180,1,2500,2,11.24
1190,1,2500,2,0.24
60870,1,1500,2,20.29
1390,1,2000,2,0.35
63820,1,2500,2,12.76
1080,1,2000,2,0.27
61550,1,2500,2,12.31
970,1,2500,2,0.19
22670,1,2500,2,4.53
1360,1,2000,2,0.34
58480,1,1000,2,29.24
550,1,2000,2,0.14
43950,1,500,2,43.95
1350,1,1000,2,0.68
28670,1,2500,2,5.73
1230,1,1000,2,0.61
29740,1,1500,2,9.91
1420,1,500,2,1.42
36100,1,2500,2,7.22
1210,1,2000,2,0.3
39340,1,1500,2,13.11
1300,1,1500,2,0.43
43440,1,1500,2,14.48
690,1,2500,2,0.14
23350,1,2500,2,4.67
1360,1,2500,2,0.27
35950,1,2500,2,7.19
960,1,1000,2,0.48
39130,1,2000,2,9.78
910,1,1500,2,0.3
31030,1,500,2,31.03
1010,1,1500,2,0.34
42930,1,2000,2,10.73
1200,1,2500,2,0.24
54140,1,2000,2,13.54
1050,1,1500,2,0.35
62840,1,2000,2,15.71
660,1,2500,2,0.13
180670,1,2500,2,36.13
44830,1,1000,2,22.41
1060,1,2500,2,0.21
63040,1,2500,2,12.61
800,1,500,2,0.8
38400,1,2500,2,7.68
570,1,1500,2,0.19
52320,1,2500,2,10.46
1450,1,2000,2,0.36
41970,1,1500,2,13.99
820,1,2500,2,0.16
65080,1,2500,2,13.02
1040,1,1500,2,0.35
45040,1,2500,2,9.01
1100,1,2500,2,0.22
38760,1,1000,2,19.38
1490,1,2500,2,0.3
60670,1,500,2,60.67
1020,1,1500,2,0.34
44810,1,1500,2,14.94
630,1,1000,2,0.32
50500,1,1000,2,25.25
1520,1,1500,2,0.51
30970,1,2000,2,7.74
1550,1,2000,2,0.39
46720,1,2500,2,9.34
1070,1,1500,2,0.36
46520,1,2000,2,11.63
740,1,2500,2,0.15
35670,1,1500,2,11.89
870,1,2500,2,0.17
26520,1,500,2,26.52
1020,1,2500,2,0.2
43540,1,1000,2,21.77
860,1,2000,2,0.21
41480,1,1500,2,13.83
660,1,1500,2,0.22
32189,1,1500,2,10.73
930,1,2500,2,0.19
52820,1,2500,2,10.56
950,1,1500,2,0.32
25380,1,2500,2,5.08
660,1,2500,2,0.13
24670,1,2000,2,6.17
1010,1,2000,2,0.25
21760,1,2500,2,4.35
1250,1,1500,2,0.42
58190,1,2000,2,14.55
900,1,1000,2,0.45
48420,1,2500,2,9.68
1320,1,1000,2,0.66
24230,1,2500,2,4.85
970,1,2000,2,0.24
50300,1,2000,2,12.57
1310,1,2500,2,0.26
61980,1,2000,2,15.49
1010,1,2000,2,0.25
51760,1,1000,2,25.88
1440,1,2500,2,0.29
52750,1,2000,2,13.19
1390,1,1000,2,0.69
41690,1,2000,2,10.42
910,1,500,2,0.91
44340,1,2000,2,11.09
1200,1,1500,2,0.4
30120,1,1500,2,10.04
1140,1,2500,2,0.23
26790,1,2500,2,5.36
1270,1,1500,2,0.42
47540,1,2000,2,11.88
1330,1,1000,2,0.67
55090,1,2000,2,13.77
660,1,2000,2,0.17
35140,1,1000,2,17.57
1070,1,500,2,1.07
54670,1,2500,2,10.93
1200,1,2000,2,0.3
62800,1,2500,2,12.56
980,1,1000,2,0.49
45090,1,2000,2,11.27
1200,1,2500,2,0.24
32640,1,2000,2,8.16
1600,1,1500,2,0.53
45590,1,2500,2,9.12
760,1,1500,2,0.25
30440,1,2000,2,7.61
1510,1,2500,2,0.3
51090,1,2500,2,10.22
660,1,500,2,0.66
30420,1,2500,2,6.08
1430,1,2500,2,0.29
47600,1,1500,2,15.87
950,1,2500,2,0.19
64400,1,1000,2,32.2
790,1,2000,2,0.2
25440,1,1000,2,12.72
910,1,2500,2,0.18
40750,1,1500,2,13.58
850,1,1500,2,0.28
36920,1,1500,2,12.31
900,1,1500,2,0.3
44170,1,2500,2,8.83
1330,1,1500,2,0.44
32409,1,2500,2,6.48
640,1,2500,2,0.13
50150,1,1500,2,16.72
1290,1,2500,2,0.26
60070,1,1500,2,20.02
1150,1,1500,2,0.38
58010,1,500,2,58.01
570,1,1000,2,0.28
59140,1,2000,2,14.79
1570,1,2000,2,0.39
24210,1,2000,2,6.05
940,1,2500,2,0.19
30940,1,1500,2,10.31
600,1,2500,2,0.12
41840,1,1500,2,13.95
1010,1,1500,2,0.34
35400,1,2500,2,7.08
640,1,1500,2,0.21
33130,1,2500,2,6.63
1070,1,1500,2,0.36
63440,1,2000,2,15.86
840,1,2000,2,0.21
36110,1,2000,2,9.03
1210,1,2500,2,0.24
59790,1,1500,2,19.93
1300,1,1000,2,0.65
61690,1,2500,2,12.34
620,1,2000,2,0.15
43910,1,2000,2,10.98
580,1,1500,2,0.19
59190,1,1500,2,19.73
1440,1,2500,2,0.29
42010,1,2000,2,10.5
910,1,2500,2,0.18
22150,1,2500,2,4.43
1160,1,2500,2,0.23
49640,1,1500,2,16.55
810,1,2500,2,0.16
64950,1,1500,2,21.65
910,1,2000,2,0.23
36180,1,500,2,36.18
550,1,1000,2,0.28
28780,1,2000,2,7.2
790,1,1000,2,0.4
32280,1,2500,2,6.46
560,1,2000,2,0.14
63860,1,2000,2,15.96
1540,1,500,2,1.54
26760,1,2000,2,6.69
1420,1,2000,2,0.35
36820,1,2500,2,7.36
1060,1,2500,2,0.21
33360,1,2000,2,8.34
820,1,1000,2,0.41
61600,1,2000,2,15.4
990,1,1500,2,0.33
35750,1,2000,2,8.94
650,1,2000,2,0.16
23140,1,1000,2,11.57
1260,1,1500,2,0.42
32270,1,1000,2,16.14
1580,1,1500,2,0.53
63340,1,1000,2,31.67
1450,1,500,2,1.45
54720,1,2000,2,13.68
1010,1,1000,2,0.51
35940,1,2000,2,8.98
1380,1,2500,2,0.28
25900,1,2000,2,6.47
1080,1,1000,2,0.54
24500,1,1000,2,12.25
1490,1,2000,2,0.37
62910,1,1500,2,20.97
770,1,2500,2,0.15
43000,1,500,2,43
1510,1,2000,2,0.38
60680,1,2500,2,12.14
1610,1,500,2,1.61
43360,1,2500,2,8.67
1380,1,1500,2,0.46
59650,1,1000,2,29.82
750,1,2000,2,0.19
64019,1,1500,2,21.34
1560,1,2000,2,0.39
35180,1,2500,2,7.04
770,1,1500,2,0.26
32920,1,2000,2,8.23
630,1,1500,2,0.21
22390,1,1500,2,7.46
1310,1,2000,2,0.33
22580,1,500,2,22.58
1360,1,2000,2,0.34
32040,1,1500,2,10.68
1600,1,2000,2,0.4
21900,1,2000,2,5.47
1390,1,2500,2,0.28
64140,1,2500,2,12.83
870,1,2000,2,0.22
28980,1,2000,2,7.25
1020,1,1000,2,0.51
41350,1,2500,2,8.27
820,1,2000,2,0.2
60870,1,1000,2,30.43
910,1,1000,2,0.46
28830,1,2500,2,5.77
1580,1,1500,2,0.53
37470,1,500,2,37.47
1300,1,1500,2,0.43
55970,1,500,2,55.97
710,1,1500,2,0.24
44780,1,500,2,44.78
900,1,2500,2,0.18
33730,1,2000,2,8.43
760,1,2000,2,0.19
57950,1,2500,2,11.59
1000,1,2500,2,0.2
43900,1,2500,2,8.78
590,1,2500,2,0.12
28000,1,2000,2,7
1600,1,2000,2,0.4
45990,1,2000,2,11.5
1200,1,1000,2,0.6
44360,1,1000,2,22.18
1420,1,1000,2,0.71
41130,1,1000,2,20.57
1350,1,2500,2,0.27
62000,1,1000,2,31
1280,1,2500,2,0.26
58530,1,1500,2,19.51
820,1,1500,2,0.27
48910,1,2000,2,12.23
990,1,2500,2,0.2
32729,1,1000,2,16.36
740,1,2000,2,0.18
33150,1,1500,2,11.05
1390,1,1500,2,0.46
45550,1,1500,2,15.18
1330,1,2500,2,0.27
33440,1,500,2,33.44
1090,1,2000,2,0.27
63350,1,1500,2,21.12
1260,1,1000,2,0.63
61320,1,2500,2,12.26
840,1,2000,2,0.21
46800,1,500,2,46.8
1250,1,2500,2,0.25
30130,1,1000,2,15.06
1100,1,1500,2,0.37
107080,1,1500,2,35.69
32090,1,2000,2,8.02
1120,1,1000,2,0.56
59440,1,500,2,59.44
640,1,2000,2,0.16
40470,1,1000,2,20.23
1030,1,2500,2,0.21
26830,1,1500,2,8.94
1110,1,2000,2,0.28
36230,1,1500,2,12.08
860,1,2500,2,0.17
22540,1,2000,2,5.63
1000,1,2500,2,0.2
42060,1,2500,2,8.41
1530,1,1500,2,0.51
25370,1,2000,2,6.34
1520,1,2500,2,0.3
61450,1,2000,2,15.36
580,1,2500,2,0.12
31780,1,1000,2,15.89
860,1,1500,2,0.29
31600,1,2500,2,6.32
1060,1,1500,2,0.35
28150,1,1500,2,9.38
1540,1,1000,2,0.77
60390,1,2500,2,12.08
1440,1,2000,2,0.36
50140,1,2500,2,10.03
1190,1,2000,2,0.3
62500,1,2000,2,15.62
860,1,2500,2,0.17
42420,1,1500,2,14.14
1530,1,1500,2,0.51
64330,1,2000,2,16.08
680,1,2500,2,0.14
50580,1,1500,2,16.86
1040,1,1000,2,0.52
61770,1,500,2,61.77
1180,1,1500,2,0.39
65010,1,2000,2,16.25
1530,1,2000,2,0.38
25920,1,2500,2,5.18
980,1,500,2,0.98
30430,1,1500,2,10.14
750,1,2500,2,0.15
56160,1,1000,2,28.08
1600,1,1500,2,0.53
23440,1,1500,2,7.81
610,1,1500,2,0.2
54760,1,1500,2,18.25
1260,1,2500,2,0.25
25370,1,1500,2,8.46
940,1,2500,2,0.19
48340,1,1000,2,24.17
1090,1,2000,2,0.27
59610,1,2500,2,11.92
820,1,2500,2,0.16
35860,1,1000,2,17.93
1300,1,500,2,1.3
41330,1,2000,2,10.33
680,1,1500,2,0.23
31780,1,2000,2,7.95
1520,1,2000,2,0.38
55780,1,2000,2,13.95
690,1,2000,2,0.17
42440,1,2500,2,8.49
730,1,2500,2,0.15
36620,1,2000,2,9.15
840,1,1000,2,0.42
48900,1,1500,2,16.3
1070,1,2000,2,0.27
39150,1,2500,2,7.83
1350,1,1500,2,0.45
52860,1,2500,2,10.57
1580,1,2000,2,0.4
34890,1,1500,2,11.63
840,1,1500,2,0.28
30150,1,500,2,30.15
620,1,500,2,0.62
44610,1,2500,2,8.92
1300,1,2000,2,0.33
37100,1,2500,2,7.42
810,1,2000,2,0.2
47520,1,2000,2,11.88
1130,1,1500,2,0.38
43500,1,2500,2,8.7
870,1,2500,2,0.17
63260,1,2000,2,15.81
1040,1,2500,2,0.21
33570,1,1500,2,11.19
1090,1,2500,2,0.22
58970,1,1000,2,29.48
1080,1,1500,2,0.36
46470,1,2500,2,9.29
1350,1,2500,2,0.27
21870,1,1000,2,10.94
1370,1,1500,2,0.46
44360,1,2500,2,8.87
740,1,1500,2,0.25
62390,1,1500,2,20.8
580,1,2500,2,0.12
50640,1,500,2,50.64
1180,1,2500,2,0.24
24490,1,2000,2,6.12
1270,1,2500,2,0.25
61600,1,1000,2,30.8
1300,1,1000,2,0.65
62200,1,2500,2,12.44
1630,1,500,2,1.63
54090,1,1500,2,18.03
1190,1,2000,2,0.3
46450,1,2000,2,11.61
1360,1,500,2,1.36
25690,1,2000,2,6.42
1540,1,2000,2,0.39
50960,1,1500,2,16.99
1120,1,2500,2,0.22
22270,1,2000,2,5.57
580,1,2000,2,0.14
47910,1,1500,2,15.97
1320,1,2000,2,0.33
56160,1,1500,2,18.72
710,1,2000,2,0.18
30210,1,2500,2,6.04
960,1,500,2,0.96
46300,1,2500,2,9.26
990,1,2000,2,0.25
43330,1,2000,2,10.83
770,1,1000,2,0.39
38670,1,500,2,38.67
1430,1,2500,2,0.29
54380,1,2000,2,13.6
1150,1,2000,2,0.29
44300,1,1500,2,14.77
1140,1,1000,2,0.57
49360,1,2500,2,9.87
660,1,2500,2,0.13
34170,1,2500,2,6.83
640,1,1500,2,0.21
36400,1,2500,2,7.28
1370,1,2500,2,0.27
60070,1,2500,2,12.01
570,1,2500,2,0.11
40480,1,2500,2,8.1
710,1,1000,2,0.35
42100,1,1000,2,21.05
1600,1,1500,2,0.53
32060,1,2500,2,6.41
1430,1,2500,2,0.29
36320,1,1000,2,18.16
1160,1,1500,2,0.39
36450,1,2500,2,7.29
1480,1,1500,2,0.49
47470,1,2000,2,11.87
670,1,1000,2,0.34
49110,1,2000,2,12.28
1620,1,1500,2,0.54
47510,1,1500,2,15.84
830,1,2500,2,0.17
60450,1,1000,2,30.23
710,1,2500,2,0.14
31500,1,1500,2,10.5
1130,1,2000,2,0.28
60770,1,2000,2,15.19
1170,1,2500,2,0.23
30990,1,1500,2,10.33
1480,1,1000,2,0.74
34550,1,2500,2,6.91
1430,1,1000,2,0.71
49170,1,1500,2,16.39
1470,1,2000,2,0.37
34850,1,500,2,34.85
640,1,2500,2,0.13
23700,1,2000,2,5.92
850,1,2500,2,0.17
52020,1,2500,2,10.4
1350,1,2500,2,0.27
25720,1,2500,2,5.14
1160,1,1000,2,0.58
46970,1,1500,2,15.66
960,1,2500,2,0.19
25620,1,1500,2,8.54
960,1,1500,2,0.32
55270,1,1500,2,18.42
940,1,1000,2,0.47
31260,1,2500,2,6.25
1580,1,2000,2,0.4
46190,1,2000,2,11.55
1100,1,1000,2,0.55
51970,1,500,2,51.97
590,1,500,2,0.59
45200,1,2500,2,9.04
820,1,1000,2,0.41
33650,1,2500,2,6.73
740,1,2000,2,0.18
28450,1,1500,2,9.48
1540,1,1500,2,0.51
62390,1,2500,2,12.48
580,1,2000,2,0.14
37710,1,2000,2,9.43
1630,1,500,2,1.63
21970,1,1500,2,7.32
1150,1,2000,2,0.29
46940,1,1000,2,23.47
1600,1,2000,2,0.4
62340,1,2000,2,15.59
1470,1,1500,2,0.49
58680,1,2500,2,11.74
1080,1,2000,2,0.27
33330,1,2500,2,6.67
1250,1,2500,2,0.25
34090,1,2000,2,8.52
1190,1,500,2,1.19
41840,1,1000,2,20.92
900,1,2000,2,0.23
32240,1,500,2,32.24
810,1,2500,2,0.16
47540,1,1000,2,23.77
1430,1,1500,2,0.48
44380,1,2000,2,11.1
1560,1,1000,2,0.78
31510,1,2000,2,7.88
550,1,2500,2,0.11
59630,1,2000,2,14.91
1070,1,2500,2,0.21
43700,1,2500,2,8.74
1130,1,2500,2,0.23
40020,1,2000,2,10.01
740,1,2500,2,0.15
22940,1,2000,2,5.74
1330,1,2000,2,0.33
55700,1,1000,2,27.85
1270,1,2000,2,0.32
33600,1,1000,2,16.8
660,1,1000,2,0.33
40760,1,2000,2,10.19
1210,1,1000,2,0.6
61960,1,2500,2,12.39
790,1,1500,2,0.26
31420,1,2000,2,7.86
580,1,1000,2,0.29
61210,1,2000,2,15.3
700,1,2500,2,0.14
46550,1,2500,2,9.31
1520,1,2500,2,0.3
56350,1,2500,2,11.27
1360,1,2500,2,0.27
57730,1,1500,2,19.24
1150,1,1000,2,0.57
40190,1,2000,2,10.05
1390,1,2500,2,0.28
28220,1,2500,2,5.64
1230,1,2000,2,0.31
63560,1,1500,2,21.19
1220,1,500,2,1.22
46170,1,2500,2,9.23
1470,1,2500,2,0.29
34840,1,2000,2,8.71
720,1,1500,2,0.24
44910,1,2500,2,8.98
1400,1,1500,2,0.47
60480,1,2000,2,15.12
640,1,2500,2,0.13
117580,1,2000,2,29.39
47730,1,2000,2,11.93
900,1,2500,2,0.18
38220,1,2000,2,9.55
820,1,2500,2,0.16
47570,1,2500,2,9.51
880,1,1500,2,0.29
30580,1,2500,2,6.12
1270,1,2500,2,0.25
37560,1,2500,2,7.51
1530,1,1500,2,0.51
28690,1,500,2,28.69
1010,1,2000,2,0.25
63750,1,1000,2,31.88
1160,1,500,2,1.16
25360,1,2500,2,5.07
690,1,1000,2,0.34
22460,1,1000,2,11.23
1530,1,1000,2,0.77
34610,1,2500,2,6.92
1100,1,2500,2,0.22
59280,1,2500,2,11.86
1390,1,2500,2,0.28
47610,1,2500,2,9.52
1080,1,2500,2,0.22
28130,1,2500,2,5.63
1380,1,2000,2,0.34
30000,1,2500,2,6
800,1,2500,2,0.16
41880,1,2500,2,8.38
960,1,2000,2,0.24
60520,1,1500,2,20.17
660,1,1500,2,0.22
64080,1,500,2,64.08
1220,1,1500,2,0.41
43210,1,2500,2,8.64
1590,1,2000,2,0.4
38740,1,1500,2,12.91
1030,1,2000,2,0.26
54890,1,2500,2,10.98
1270,1,500,2,1.27
53440,1,2500,2,10.69
770,1,2000,2,0.19
40320,1,1500,2,13.44
1520,1,2000,2,0.38
43870,1,1500,2,14.62
960,1,2000,2,0.24
48650,1,2500,2,9.73
1120,1,2000,2,0.28
39110,1,2500,2,7.82
730,1,500,2,0.73
22670,1,1500,2,7.56
810,1,1000,2,0.41
55590,1,1500,2,18.53
1390,1,2000,2,0.35
61180,1,2500,2,12.24
950,1,2000,2,0.24
28280,1,2000,2,7.07
1280,1,1500,2,0.43
31470,1,2500,2,6.29
850,1,2000,2,0.21
63130,1,500,2,63.13
820,1,500,2,0.82
38290,1,2500,2,7.66
1530,1,2000,2,0.38
23130,1,2500,2,4.63
1460,1,2000,2,0.36
51830,1,1500,2,17.28
1070,1,2000,2,0.27
29440,1,2000,2,7.36
1480,1,2500,2,0.3
30400,1,2000,2,7.6
1090,1,1000,2,0.55
61370,1,1500,2,20.46
1100,1,1500,2,0.37
37630,1,2500,2,7.53
970,1,1500,2,0.32
44980,1,2000,2,11.24
1000,1,2000,2,0.25
45260,1,1000,2,22.63
1130,1,500,2,1.13
51760,1,2000,2,12.94
1270,1,2000,2,0.32
60380,1,2000,2,15.1
1130,1,2500,2,0.23
51470,1,2500,2,10.29
1430,1,2000,2,0.36
49380,1,500,2,49.38
1350,1,2000,2,0.34
44600,1,1500,2,14.87
1310,1,1500,2,0.44
54140,1,2500,2,10.83
1510,1,1000,2,0.76
51460,1,2000,2,12.87
1420,1,1500,2,0.47
34560,1,1500,2,11.52
1200,1,2500,2,0.24
45810,1,500,2,45.81
870,1,1000,2,0.43
37610,1,2000,2,9.4
1520,1,500,2,1.52
55440,1,2500,2,11.09
1560,1,2000,2,0.39
25040,1,1500,2,8.35
660,1,2000,2,0.17
52250,1,1500,2,17.42
1250,1,2000,2,0.31
24500,1,2500,2,4.9
950,1,1000,2,0.47
40170,1,1500,2,13.39
1530,1,2000,2,0.38
49600,1,1000,2,24.8
1470,1,2500,2,0.29
63220,1,2500,2,12.64
1570,1,1500,2,0.52
35050,1,2000,2,8.76
1280,1,2000,2,0.32
27720,1,1000,2,13.86
1560,1,500,2,1.56
53490,1,500,2,53.49
980,1,1500,2,0.33
33740,1,2500,2,6.75
750,1,1000,2,0.38
41890,1,2000,2,10.47
940,1,2000,2,0.23
58540,1,2500,2,11.71
590,1,2500,2,0.12
56080,1,2000,2,14.02
1420,1,2000,2,0.35
50720,1,2000,2,12.68
1630,1,500,2,1.63
51830,1,2500,2,10.37
560,1,500,2,0.56
23920,1,2500,2,4.78
1510,1,1500,2,0.5
58780,1,2000,2,14.7
1160,1,2500,2,0.23
61670,1,1500,2,20.56
1010,1,2500,2,0.2
43200,1,1000,2,21.6
1040,1,2000,2,0.26
43660,1,2000,2,10.91
1520,1,1000,2,0.76
60530,1,2500,2,12.11
1100,1,500,2,1.1
50600,1,2500,2,10.12
1010,1,2500,2,0.2
35790,1,2500,2,7.16
610,1,1500,2,0.2
60040,1,2000,2,15.01
1160,1,2000,2,0.29
53390,1,1500,2,17.8
1300,1,2500,2,0.26
26990,1,2000,2,6.75
580,1,1500,2,0.19
36050,1,1500,2,12.02
750,1,2500,2,0.15
42320,1,2000,2,10.58
880,1,2500,2,0.18
26480,1,1000,2,13.24
960,1,2500,2,0.19
47540,1,2500,2,9.51
1420,1,2500,2,0.28
44120,1,2000,2,11.03
820,1,2000,2,0.2
47470,1,2500,2,9.49
1010,1,2500,2,0.2
24140,1,500,2,24.14
1140,1,2000,2,0.28
51100,1,2000,2,12.78
1490,1,500,2,1.49
55160,1,1000,2,27.58
1180,1,1000,2,0.59
21960,1,2500,2,4.39
1370,1,2000,2,0.34
44760,1,2000,2,11.19
690,1,2500,2,0.14
58890,1,2500,2,11.78
610,1,2500,2,0.12
64920,1,2500,2,12.98
1160,1,2500,2,0.23
25510,1,2500,2,5.1
670,1,2500,2,0.13
46050,1,1500,2,15.35
610,1,1000,2,0.3
32020,1,2500,2,6.4
640,1,2000,2,0.16
41710,1,500,2,41.71
1520,1,2000,2,0.38
46860,1,2000,2,11.71
1040,1,2000,2,0.26
57690,1,2000,2,14.42
760,1,500,2,0.76
64780,1,2500,2,12.96
600,1,1500,2,0.2
40720,1,2500,2,8.14
840,1,2500,2,0.17
34350,1,1000,2,17.18
1120,1,1500,2,0.37
26460,1,1500,2,8.82
1590,1,500,2,1.59
43960,1,1500,2,14.65
1060,1,2500,2,0.21
39950,1,1000,2,19.98
910,1,2000,2,0.23
28540,1,1000,2,14.27
620,1,2000,2,0.15
50870,1,1000,2,25.43
1060,1,1000,2,0.53
45480,1,2500,2,9.1
680,1,2000,2,0.17
42370,1,2500,2,8.47
600,1,1000,2,0.3
41670,1,2500,2,8.33
1410,1,2500,2,0.28
43470,1,2000,2,10.87
1330,1,500,2,1.33
29650,1,2500,2,5.93
1040,1,2500,2,0.21
62020,1,1500,2,20.67
550,1,1500,2,0.18
53390,1,2000,2,13.35
1080,1,2500,2,0.22
40250,1,500,2,40.25
1150,1,2500,2,0.23
54890,1,500,2,54.89
1360,1,1500,2,0.45
56910,1,2500,2,11.38
1250,1,2000,2,0.31
47710,1,500,2,47.71
1480,1,2000,2,0.37
58550,1,2000,2,14.64
850,1,2500,2,0.17
51420,1,1500,2,17.14
760,1,2000,2,0.19
38130,1,2500,2,7.63
1400,1,1000,2,0.7
48930,1,2500,2,9.79
1430,1,1500,2,0.48
36590,1,1500,2,12.2
620,1,2500,2,0.12
44540,1,2500,2,8.91
670,1,2000,2,0.17
52860,1,2000,2,13.21
850,1,2000,2,0.21
59880,1,2500,2,11.98
1190,1,1500,2,0.4
55640,1,2000,2,13.91
1060,1,2000,2,0.27
50710,1,2500,2,10.14
1310,1,2500,2,0.26
40090,1,2500,2,8.02
1330,1,2500,2,0.27
38520,1,2000,2,9.63
880,1,2000,2,0.22
58760,1,1500,2,19.59
1390,1,500,2,1.39
40700,1,2000,2,10.18
1440,1,1500,2,0.48
30040,1,2000,2,7.51
940,1,1500,2,0.31
45060,1,1500,2,15.02
1460,1,2500,2,0.29
53620,1,2500,2,10.72
1170,1,2000,2,0.29
